t_epoch,t_rel,PV,MV_pct,crL
1785219812.0,2.9,26.6,100.0,2
1785219814.4,5.3,26.5,100.0,2
1785219816.7,7.6,26.5,100.0,2
1785219819.0,9.9,26.5,100.0,2
1785219821.4,12.2,26.5,100.0,2
1785219823.7,14.6,26.400000000000002,100.0,2
1785219826.0,16.9,26.5,100.0,2
1785219828.3,19.2,26.6,100.0,2
1785219830.6,21.5,26.700000000000003,100.0,2
1785219832.9,23.8,26.6,100.0,2
1785219835.2,26.1,26.6,100.0,2
1785219837.6,28.4,26.400000000000002,100.0,2
1785219839.9,30.8,26.6,100.0,2
1785219842.2,33.1,26.6,100.0,2
1785219844.5,35.4,26.6,100.0,2
1785219846.9,37.8,26.700000000000003,100.0,2
1785219849.2,40.1,26.6,100.0,2
1785219851.6,42.4,26.6,100.0,2
1785219853.9,44.8,26.6,100.0,2
1785219856.2,47.1,26.700000000000003,100.0,2
1785219858.6,49.5,26.700000000000003,100.0,2
1785219860.9,51.8,26.700000000000003,100.0,2
1785219863.3,54.1,26.6,100.0,2
1785219865.6,56.5,26.700000000000003,100.0,2
1785219867.9,58.8,26.6,100.0,2
1785219870.3,61.2,26.700000000000003,100.0,2
1785219872.6,63.5,26.700000000000003,100.0,2
1785219875.0,65.9,26.8,100.0,2
1785219877.3,68.2,26.700000000000003,100.0,2
1785219879.7,70.5,26.700000000000003,100.0,2
1785219882.0,72.9,26.8,100.0,2
1785219884.3,75.2,26.8,100.0,2
1785219886.7,77.5,26.900000000000002,100.0,2
1785219889.0,79.9,26.900000000000002,100.0,2
1785219891.3,82.2,26.900000000000002,100.0,2
1785219893.6,84.5,26.900000000000002,100.0,2
1785219896.0,86.9,26.900000000000002,100.0,2
1785219898.3,89.2,27.0,100.0,2
1785219900.6,91.5,27.1,100.0,2
1785219903.0,93.9,27.0,100.0,2
1785219905.3,96.2,27.1,100.0,2
1785219907.7,98.6,27.1,100.0,2
1785219910.0,100.9,27.1,100.0,2
1785219912.4,103.2,27.1,100.0,2
1785219914.7,105.6,27.200000000000003,100.0,2
1785219917.0,107.9,27.200000000000003,100.0,2
1785219919.3,110.2,27.3,100.0,2
1785219921.7,112.6,27.200000000000003,100.0,2
1785219924.0,114.9,27.3,100.0,2
1785219926.4,117.3,27.3,100.0,2
1785219928.7,119.6,27.400000000000002,100.0,2
1785219931.1,122.0,27.5,100.0,2
1785219933.4,124.3,27.5,100.0,2
1785219935.7,126.6,27.5,100.0,2
1785219938.1,129.0,27.6,100.0,2
1785219940.4,131.3,27.5,100.0,2
1785219942.7,133.6,27.5,100.0,2
1785219945.0,135.9,27.6,100.0,2
1785219947.4,138.3,27.700000000000003,100.0,2
1785219949.7,140.6,27.700000000000003,100.0,2
1785219952.1,143.0,27.700000000000003,100.0,2
1785219954.4,145.3,27.700000000000003,100.0,2
1785219956.7,147.6,27.8,100.0,2
1785219959.1,150.0,27.900000000000002,100.0,2
1785219961.4,152.3,27.900000000000002,100.0,2
1785219963.8,154.6,28.0,100.0,2
1785219966.1,157.0,27.900000000000002,100.0,2
1785219968.5,159.3,27.900000000000002,100.0,2
1785219970.8,161.7,28.0,100.0,2
1785219973.1,164.0,28.0,100.0,2
1785219975.5,166.3,28.200000000000003,100.0,2
1785219977.8,168.7,28.200000000000003,100.0,2
1785219980.1,171.0,28.200000000000003,100.0,2
1785219982.5,173.4,28.200000000000003,100.0,2
1785219984.8,175.7,28.3,100.0,2
1785219987.1,178.0,28.3,100.0,2
1785219989.5,180.4,28.5,100.0,2
1785219991.8,182.7,28.400000000000002,100.0,2
1785219994.1,185.0,28.5,100.0,2
1785219996.5,187.3,28.400000000000002,100.0,2
1785219998.8,189.7,28.5,100.0,2
1785220001.1,192.0,28.700000000000003,100.0,2
1785220003.5,194.4,28.6,100.0,2
1785220005.8,196.7,28.700000000000003,100.0,2
1785220008.1,199.0,28.700000000000003,100.0,2
1785220010.4,201.3,28.8,100.0,2
1785220012.8,203.7,28.700000000000003,100.0,2
1785220015.1,206.0,28.8,100.0,2
1785220017.4,208.3,28.900000000000002,100.0,2
1785220019.8,210.7,29.0,100.0,2
1785220022.1,213.0,29.1,100.0,2
1785220024.4,215.3,29.0,100.0,2
1785220026.8,217.6,29.1,100.0,2
1785220029.1,220.0,29.1,100.0,2
1785220031.4,222.3,29.200000000000003,100.0,2
1785220033.8,224.7,29.3,100.0,2
1785220036.1,227.0,29.3,100.0,2
1785220038.4,229.3,29.3,100.0,2
1785220040.8,231.6,29.400000000000002,100.0,2
1785220043.1,234.0,29.400000000000002,100.0,2
1785220045.4,236.3,29.5,100.0,2
1785220047.8,238.7,29.5,100.0,2
1785220050.1,241.0,29.5,100.0,2
1785220052.4,243.3,29.700000000000003,100.0,2
1785220054.8,245.7,29.700000000000003,100.0,2
1785220057.1,248.0,29.700000000000003,100.0,2
1785220059.4,250.3,29.8,100.0,2
1785220061.8,252.7,29.8,100.0,2
1785220064.1,255.0,29.8,100.0,2
1785220066.4,257.3,29.8,100.0,2
1785220068.8,259.6,29.900000000000002,100.0,2
1785220071.1,262.0,30.0,100.0,2
1785220073.4,264.3,30.0,100.0,2
1785220075.8,266.6,30.0,100.0,2
1785220078.1,269.0,30.1,100.0,2
1785220080.4,271.3,30.200000000000003,100.0,2
1785220082.7,273.6,30.200000000000003,100.0,2
1785220085.1,276.0,30.3,100.0,2
1785220087.4,278.3,30.3,100.0,2
1785220089.7,280.6,30.3,100.0,2
1785220092.1,282.9,30.400000000000002,100.0,2
1785220094.4,285.3,30.400000000000002,100.0,2
1785220096.7,287.6,30.5,100.0,2
1785220099.0,289.9,30.5,100.0,2
1785220101.4,292.2,30.6,100.0,2
1785220103.7,294.6,30.6,100.0,2
1785220106.0,296.9,30.6,100.0,2
1785220108.3,299.2,30.700000000000003,100.0,2
1785220110.6,301.5,30.8,100.0,2
1785220112.9,303.8,30.8,100.0,2
1785220115.3,306.2,30.900000000000002,100.0,2
1785220117.6,308.5,30.900000000000002,100.0,2
1785220120.0,310.8,31.0,100.0,2
1785220122.3,313.2,30.900000000000002,100.0,2
1785220124.6,315.5,31.0,100.0,2
1785220127.0,317.9,31.0,100.0,2
1785220129.3,320.2,31.1,100.0,2
1785220131.6,322.5,31.1,100.0,2
1785220133.9,324.8,31.200000000000003,100.0,2
1785220136.3,327.2,31.200000000000003,100.0,2
1785220138.6,329.5,31.3,100.0,2
1785220141.0,331.8,31.3,100.0,2
1785220143.3,334.2,31.400000000000002,100.0,2
1785220145.6,336.5,31.5,100.0,2
1785220148.0,338.8,31.400000000000002,100.0,2
1785220150.3,341.2,31.6,100.0,2
1785220152.6,343.5,31.700000000000003,100.0,2
1785220154.9,345.8,31.6,100.0,2
1785220157.2,348.1,31.700000000000003,100.0,2
1785220159.6,350.5,31.700000000000003,100.0,2
1785220161.9,352.8,31.6,100.0,2
1785220164.3,355.1,31.8,100.0,2
1785220166.6,357.5,31.900000000000002,100.0,2
1785220168.9,359.8,31.900000000000002,100.0,2
1785220171.2,362.1,31.900000000000002,100.0,2
1785220173.5,364.4,32.0,100.0,2
1785220175.9,366.8,32.0,100.0,2
1785220178.2,369.1,32.0,100.0,2
1785220180.5,371.4,32.1,100.0,2
1785220182.8,373.7,32.2,100.0,2
1785220185.2,376.0,32.2,100.0,2
1785220187.5,378.4,32.300000000000004,100.0,2
1785220189.8,380.7,32.2,100.0,2
1785220192.1,383.0,32.300000000000004,100.0,2
1785220194.4,385.3,32.4,100.0,2
1785220196.8,387.7,32.5,100.0,2
1785220199.1,390.0,32.5,100.0,2
1785220201.4,392.3,32.5,100.0,2
1785220203.7,394.6,32.6,100.0,2
1785220206.1,397.0,32.6,100.0,2
1785220208.4,399.3,32.6,100.0,2
1785220210.7,401.6,32.6,100.0,2
1785220213.1,403.9,32.7,100.0,2
1785220215.4,406.3,32.800000000000004,100.0,2
1785220217.7,408.6,32.800000000000004,100.0,2
1785220220.0,410.9,32.800000000000004,100.0,2
1785220222.4,413.2,33.0,100.0,2
1785220224.7,415.6,32.9,100.0,2
1785220227.0,417.9,32.9,100.0,2
1785220229.4,420.2,33.0,100.0,2
1785220231.7,422.6,33.0,100.0,2
1785220234.0,424.9,33.1,100.0,2
1785220236.4,427.3,33.1,100.0,2
1785220238.7,429.6,33.300000000000004,100.0,2
1785220241.0,431.9,33.2,100.0,2
1785220243.4,434.3,33.300000000000004,100.0,2
1785220245.7,436.6,33.4,100.0,2
1785220248.1,438.9,33.5,100.0,2
1785220250.4,441.3,33.5,100.0,2
1785220252.8,443.7,33.4,100.0,2
1785220255.1,446.0,33.5,100.0,2
1785220257.4,448.3,33.6,100.0,2
1785220259.8,450.6,33.800000000000004,100.0,2
1785220262.1,453.0,33.7,100.0,2
1785220264.4,455.3,33.7,100.0,2
1785220266.7,457.6,33.7,100.0,2
1785220269.0,459.9,33.9,100.0,2
1785220271.3,462.2,33.800000000000004,100.0,2
1785220273.7,464.6,33.9,100.0,2
1785220276.0,466.9,33.9,100.0,2
1785220278.3,469.2,33.9,100.0,2
1785220280.6,471.5,34.1,100.0,2
1785220283.0,473.9,34.1,100.0,2
1785220285.3,476.2,34.0,100.0,2
1785220287.7,478.5,34.1,100.0,2
1785220290.0,480.9,34.300000000000004,100.0,2
1785220292.3,483.2,34.300000000000004,100.0,2
1785220294.7,485.6,34.300000000000004,100.0,2
1785220297.0,487.9,34.2,100.0,2
1785220299.3,490.2,34.300000000000004,100.0,2
1785220301.7,492.6,34.5,100.0,2
1785220304.0,494.9,34.6,100.0,2
1785220306.3,497.2,34.5,100.0,2
1785220308.7,499.5,34.6,100.0,2
1785220311.0,501.9,34.7,100.0,2
1785220313.3,504.2,34.6,100.0,2
1785220315.6,506.5,34.7,100.0,2
1785220318.0,508.9,34.800000000000004,100.0,2
1785220320.3,511.2,34.800000000000004,100.0,2
1785220322.7,513.5,34.800000000000004,100.0,2
1785220325.0,515.9,34.800000000000004,100.0,2
1785220327.3,518.2,34.800000000000004,100.0,2
1785220329.7,520.6,34.9,100.0,2
1785220332.0,522.9,34.9,100.0,2
1785220334.4,525.3,35.1,100.0,2
1785220336.7,527.6,35.1,100.0,2
1785220339.0,529.9,35.2,100.0,2
1785220341.4,532.3,35.1,100.0,2
1785220343.7,534.6,35.1,100.0,2
1785220346.0,536.9,35.300000000000004,100.0,2
1785220348.4,539.3,35.300000000000004,100.0,2
1785220350.7,541.6,35.300000000000004,100.0,2
1785220353.1,543.9,35.4,100.0,2
1785220355.4,546.3,35.4,100.0,2
1785220357.7,548.6,35.5,100.0,2
1785220360.1,550.9,35.5,100.0,2
1785220362.4,553.3,35.5,100.0,2
1785220364.7,555.6,35.7,100.0,2
1785220367.0,557.9,35.6,100.0,2
1785220369.4,560.3,35.7,100.0,2
1785220371.7,562.6,35.7,100.0,2
1785220374.1,565.0,35.7,100.0,2
1785220376.4,567.3,35.9,100.0,2
1785220378.8,569.6,35.9,100.0,2
1785220381.1,572.0,35.800000000000004,100.0,2
1785220383.4,574.3,35.9,100.0,2
1785220385.8,576.7,36.0,100.0,2
1785220388.1,579.0,36.1,100.0,2
1785220390.5,581.3,36.1,100.0,2
1785220392.8,583.7,36.2,100.0,2
1785220395.1,586.0,36.1,100.0,2
1785220397.4,588.3,36.300000000000004,100.0,2
